Code,Name,sec_name,Wind_ind,GICS_ind,HS_ind,Code_jieli
1637.HK,顺兴集团控股,顺兴集团控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01637
1638.HK,佳兆业集团,佳兆业集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E01638
1639.HK,安捷利实业,安捷利实业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,信息技术_技术硬件与设备_电子设备、仪器和元件_电子元件,工业工程(HS),E01639
1647.HK,雄岸科技,雄岸科技,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01647
1649.HK,内蒙古能建,内蒙古能建,公用事业--公用事业Ⅱ--电力Ⅲ--电力,公用事业_公用事业Ⅱ_电力公用事业Ⅲ_电力公用事业,地产基建(HS),E01649
1651.HK,津上机床中国,津上机床中国,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E01651
1652.HK,福森药业,福森药业,医疗保健--制药、生物科技与生命科学--制药--西药,医疗保健_制药、生物科技与生命科学_制药Ⅲ_制药,医疗保健(HS),E01652
1653.HK,MOS HOUSE,MOS HOUSE,可选消费--零售业--专营零售--家庭装潢零售,非日常生活消费品_零售业_专营零售_家庭装潢零售,地产基建(HS),E01653
1655.HK,OKURA HOLDINGS,OKURA HOLDINGS,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_消费电子产品,休闲服务(HS),E01655
1656.HK,亿仕登控股,亿仕登控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,工业工程(HS),E01656
1658.HK,邮储银行,邮储银行,金融--银行--商业银行--多元化银行,金融_银行_商业银行_综合性银行,银行业(HS),E01658
1659.HK,海天能源,海天能源,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--新能源发电业者,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_新能源发电业者,公用事业(HS),E01659
1660.HK,兆邦基地产,兆邦基地产,工业--资本货物--机械--建筑机械与重型卡车,工业_资本品_机械制造_建筑机械与重型卡车,工业工程(HS),E01660
1661.HK,智美体育,智美体育,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E01661
1662.HK,义合控股,义合控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01662
1663.HK,汉港控股,汉港控股,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E01663
1665.HK,槟杰科达,槟杰科达,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,信息技术_软件与服务_信息技术服务_信息科技咨询与其它服务,资讯科技业(HS),E01665
1666.HK,同仁堂科技,同仁堂科技,医疗保健--制药、生物科技与生命科学--制药--中药,医疗保健_制药、生物科技与生命科学_制药Ⅲ_制药,医疗保健(HS),E01666
1667.HK,进阶发展,进阶发展,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01667
1668.HK,华南城,华南城,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E01668
1669.HK,环球信贷集团,环球信贷集团,金融--银行--互助储蓄银行与抵押信贷Ⅲ--互助储蓄与抵押信贷金融服务,金融_银行_互助储蓄银行与抵押信贷Ⅲ_互助储蓄与抵押信贷金融服务,非银金融(HS),E01669
1671.HK,天保能源,天保能源,公用事业--公用事业Ⅱ--电力Ⅲ--电力,公用事业_公用事业Ⅱ_电力公用事业Ⅲ_电力公用事业,公用事业(HS),E01671
1672.HK,歌礼制药-B,歌礼制药-B,医疗保健--制药、生物科技与生命科学--制药--西药,医疗保健_制药、生物科技与生命科学_制药Ⅲ_制药,医疗保健(HS),E01672
1673.HK,华章科技,华章科技,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E01673
1675.HK,亚信科技,亚信科技,信息技术--软件与服务--软件--应用软件,信息技术_软件与服务_软件_应用软件,资讯科技业(HS),E01675
1676.HK,中国升海食品,中国升海食品,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品分销商,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品分销商,食品饮料(HS),E01676
1678.HK,中创环球,中创环球,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家庭装饰品,家用电器(HS),E01678
1679.HK,瑞斯康集团,瑞斯康集团,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,信息技术_技术硬件与设备_通信设备Ⅲ_通信设备,工业工程(HS),E01679
1680.HK,澳门励骏,澳门励骏,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--赌场与赌博,非日常生活消费品_消费者服务_酒店、餐馆与休闲_赌场与赌博,休闲服务(HS),E01680
1681.HK,康臣药业,康臣药业,医疗保健--制药、生物科技与生命科学--制药--中药,医疗保健_制药、生物科技与生命科学_制药Ⅲ_制药,医疗保健(HS),E01681
1682.HK,华隆金控,华隆金控,可选消费--零售业--专营零售--服装零售,非日常生活消费品_零售业_专营零售_服装零售,纺织业(HS),E01682
1683.HK,皇中国际,皇中国际,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--特殊消费者服务,非日常生活消费品_消费者服务_综合消费者服务_特殊消费者服务,地产基建(HS),E01683
1685.HK,博耳电力,博耳电力,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,工业工程(HS),E01685
1686.HK,新意网集团,新意网集团,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,信息技术_软件与服务_信息技术服务_互联网服务与基础设施,资讯科技业(HS),E01686
1689.HK,华禧控股,华禧控股,材料--材料Ⅱ--容器与包装--纸包装,原材料_原材料Ⅱ_容器与包装_纸材料包装,工业工程(HS),E01689
1690.HK,立基工程控股,立基工程控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01690
1693.HK,璋利国际,璋利国际,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01693
1695.HK,椰丰集团,椰丰集团,日常消费--食品、饮料与烟草--食品--食品加工与肉类,日常消费品_食品、饮料与烟草_食品_包装食品与肉类,食品饮料(HS),E01695
1696.HK,复锐医疗科技,复锐医疗科技,医疗保健--医疗保健设备与服务--医疗保健设备与用品--医疗保健设备,医疗保健_医疗保健设备与服务_医疗保健设备与用品_医疗保健设备,医疗保健(HS),E01696
1697.HK,山东国信,山东国信,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E01697
1698.HK,博士蛙国际,博士蛙国际,可选消费--零售业--专营零售--服装零售,非日常生活消费品_零售业_专营零售_服装零售,纺织业(HS),E01698
1699.HK,普甜食品,普甜食品,日常消费--食品、饮料与烟草--食品--食品加工与肉类,日常消费品_食品、饮料与烟草_食品_包装食品与肉类,农业产品(HS),E01699
1700.HK,华地国际控股,华地国际控股,可选消费--零售业--多元化零售--百货商店,非日常生活消费品_零售业_多元化零售_百货商店,零售业(HS),E01700
1702.HK,东光化工,东光化工,材料--材料Ⅱ--化工--化肥与农用化工,原材料_原材料Ⅱ_化学制品_化肥与农用药剂,原材料业(HS),E01702
1703.HK,首沣控股,首沣控股,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--餐馆,非日常生活消费品_消费者服务_酒店、餐馆与休闲_餐馆,休闲服务(HS),E01703
1705.HK,宾仕国际,宾仕国际,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品分销商,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品分销商,食品饮料(HS),E01705
1706.HK,双运控股,双运控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01706
1707.HK,致浩达控股,致浩达控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01707
1708.HK,三宝科技,三宝科技,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,信息技术_软件与服务_信息技术服务_信息科技咨询与其它服务,资讯科技业(HS),E01708
1709.HK,云裳衣,云裳衣,可选消费--零售业--专营零售--服装零售,非日常生活消费品_零售业_专营零售_服装零售,纺织业(HS),E01709
1710.HK,致丰工业电子,致丰工业电子,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_消费电子产品,工业工程(HS),E01710
1711.HK,欧化,欧化,可选消费--耐用消费品与服装--家庭耐用消费品--家庭装饰品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家庭装饰品,家用电器(HS),E01711
1712.HK,龙资源,龙资源,材料--材料Ⅱ--金属、非金属与采矿--黄金,原材料_原材料Ⅱ_金属与采矿_黄金,原材料业(HS),E01712
1713.HK,四川能投发展,四川能投发展,公用事业--公用事业Ⅱ--电力Ⅲ--电力,公用事业_公用事业Ⅱ_电力公用事业Ⅲ_电力公用事业,公用事业(HS),E01713
1715.HK,米技国际控股,米技国际控股,可选消费--耐用消费品与服装--家庭耐用消费品--家用器具与特殊消费品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家用器具与特殊消费品,家用电器(HS),E01715
1716.HK,毛记葵涌,毛记葵涌,可选消费--媒体Ⅱ--媒体Ⅲ--出版,通信服务_媒体与娱乐_媒体Ⅲ_出版,媒体娱乐(HS),E01716
1717.HK,澳优,澳优,日常消费--食品、饮料与烟草--食品--食品加工与肉类,日常消费品_食品、饮料与烟草_食品_包装食品与肉类,食品饮料(HS),E01717
1718.HK,宏基集团控股,宏基集团控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01718
1719.HK,中国通商集团,中国通商集团,工业--运输--交通基础设施--海港与服务,工业_运输_交通基本设施_海港与服务,交通运输(HS),E01719
1720.HK,普天通信集团,普天通信集团,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,信息技术_技术硬件与设备_通信设备Ⅲ_通信设备,资讯科技业(HS),E01720
1721.HK,FSM HOLDINGS,FSM HOLDINGS,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,原材料业(HS),E01721
1722.HK,建鹏控股,建鹏控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01722
1723.HK,港亚控股,港亚控股,可选消费--零售业--专营零售--电脑与电子产品零售,非日常生活消费品_零售业_专营零售_电脑与电子产品零售,零售业(HS),E01723
1725.HK,恒达科技控股,恒达科技控股,工业--运输--航空货运与物流Ⅲ--航空货运与物流,工业_运输_航空货运与物流Ⅲ_航空货运与物流,资讯科技业(HS),E01725
1726.HK,HKE HOLDINGS,HKE HOLDINGS,医疗保健--医疗保健设备与服务--医疗保健技术Ⅲ--医疗保健技术,医疗保健_医疗保健设备与服务_医疗保健技术Ⅲ_医疗保健技术,医疗保健(HS),E01726
1727.HK,河北建设,河北建设,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01727
1728.HK,正通汽车,正通汽车,可选消费--零售业--专营零售--汽车零售,非日常生活消费品_零售业_专营零售_汽车零售,汽车业(HS),E01728
1729.HK,汇聚科技,汇聚科技,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,资讯科技业(HS),E01729
1730.HK,LHN,LHN,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E01730
1731.HK,其利工业集团,其利工业集团,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E01731
1733.HK,易大宗,易大宗,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,能源_能源Ⅱ_石油、天然气与消费用燃料_煤与消费用燃料,能源业(HS),E01733
1735.HK,泓盈控股,泓盈控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01735
1736.HK,中国育儿网络,中国育儿网络,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,通信服务_媒体与娱乐_互动媒体与服务Ⅲ_互动媒体与服务IV,资讯科技业(HS),E01736
1737.HK,亚洲实业集团,亚洲实业集团,工业--运输--交通基础设施--机场服务,工业_运输_交通基本设施_机场服务,交通运输(HS),E01737
1738.HK,飞尚无烟煤,飞尚无烟煤,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,能源_能源Ⅱ_石油、天然气与消费用燃料_煤与消费用燃料,能源业(HS),E01738
1739.HK,齐屹科技,齐屹科技,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--特殊消费者服务,非日常生活消费品_消费者服务_综合消费者服务_特殊消费者服务,地产基建(HS),E01739
1741.HK,成志控股,成志控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01741
1742.HK,HPC HOLDINGS,HPC HOLDINGS,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01742
1743.HK,苍南仪表,苍南仪表,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E01743
1746.HK,万顺集团控股,万顺集团控股,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家用电器,地产基建(HS),E01746
1748.HK,信源企业集团,信源企业集团,工业--运输--交通基础设施--海港与服务,工业_运输_交通基本设施_海港与服务,交通运输(HS),E01748
1749.HK,杉杉品牌,杉杉品牌,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E01749
1750.HK,全达电器集团控股,全达电器集团控股,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,工业工程(HS),E01750
1751.HK,景联集团,景联集团,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01751
1752.HK,澳洲成峰高教,澳洲成峰高教,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,非日常生活消费品_消费者服务_综合消费者服务_教育服务,支援服务(HS),E01752
1755.HK,新城悦,新城悦,房地产--房地产Ⅱ--房地产管理和开发--房地产服务,房地产_房地产Ⅱ_房地产管理和开发_房地产服务,支援服务(HS),E01755
1757.HK,俊裕地基,俊裕地基,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01757
1758.HK,博骏教育,博骏教育,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,非日常生活消费品_消费者服务_综合消费者服务_教育服务,支援服务(HS),E01758
1759.HK,中油洁能控股,中油洁能控股,公用事业--公用事业Ⅱ--燃气Ⅲ--燃气,公用事业_公用事业Ⅱ_燃气公用事业Ⅲ_燃气公用事业,公用事业(HS),E01759
1760.HK,英恒科技,英恒科技,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,非日常生活消费品_汽车与汽车零部件_汽车零配件_机动车零配件与设备,汽车业(HS),E01760
1761.HK,宝宝树集团,宝宝树集团,可选消费--零售业--互联网与售货目录零售--互联网零售,非日常生活消费品_零售业_互联网与直销零售_互联网与直销零售Ⅳ,资讯科技业(HS),E01761
1762.HK,万咖壹联,万咖壹联,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,通信服务_媒体与娱乐_互动媒体与服务Ⅲ_互动媒体与服务IV,媒体娱乐(HS),E01762
1763.HK,中国同辐,中国同辐,工业--资本货物--综合类Ⅲ--综合类行业,工业_资本品_工业集团企业Ⅲ_工业集团企业,医疗保健(HS),E01763
1765.HK,希望教育,希望教育,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,非日常生活消费品_消费者服务_综合消费者服务_教育服务,支援服务(HS),E01765
1766.HK,中国中车,中国中车,工业--资本货物--机械--建筑机械与重型卡车,工业_资本品_机械制造_建筑机械与重型卡车,工业工程(HS),E01766
1767.HK,TS WONDERS,TS WONDERS,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品零售,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品零售,食品饮料(HS),E01767
1771.HK,新丰泰集团,新丰泰集团,可选消费--零售业--专营零售--汽车零售,非日常生活消费品_零售业_专营零售_汽车零售,汽车业(HS),E01771
1772.HK,赣锋锂业,赣锋锂业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,原材料业(HS),E01772
1773.HK,天立教育,天立教育,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,非日常生活消费品_消费者服务_综合消费者服务_教育服务,支援服务(HS),E01773
1775.HK,精英汇集团,精英汇集团,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,非日常生活消费品_消费者服务_综合消费者服务_教育服务,支援服务(HS),E01775
1776.HK,广发证券,广发证券,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E01776
1777.HK,花样年控股,花样年控股,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E01777
1778.HK,彩生活,彩生活,房地产--房地产Ⅱ--房地产管理和开发--房地产服务,房地产_房地产Ⅱ_房地产管理和开发_房地产服务,支援服务(HS),E01778
1781.HK,新昌创展控股,新昌创展控股,日常消费--家庭与个人用品--家庭用品Ⅲ--家庭用品,日常消费品_家庭与个人用品_居家用品Ⅲ_居家用品,家用电器(HS),E01781
1782.HK,飞思达科技,飞思达科技,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,信息技术_软件与服务_软件_应用软件,资讯科技业(HS),E01782
1783.HK,金仑控股有限公司,金仑控股有限公司,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01783
1785.HK,成都高速,成都高速,工业--运输--交通基础设施--公路与铁路,工业_运输_交通基本设施_公路与铁路,交通运输(HS),E01785
1786.HK,铁建装备,铁建装备,工业--资本货物--机械--建筑机械与重型卡车,工业_资本品_机械制造_建筑机械与重型卡车,工业工程(HS),E01786
1787.HK,山东黄金,山东黄金,材料--材料Ⅱ--金属、非金属与采矿--黄金,原材料_原材料Ⅱ_金属与采矿_黄金,原材料业(HS),E01787
1788.HK,国泰君安国际,国泰君安国际,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E01788
1789.HK,爱康医疗,爱康医疗,医疗保健--医疗保健设备与服务--医疗保健设备与用品--医疗保健设备,医疗保健_医疗保健设备与服务_医疗保健设备与用品_医疗保健设备,医疗保健(HS),E01789
1790.HK,达力环保,达力环保,工业--商业和专业服务--商业服务与用品--环境与设施服务,工业_商业和专业服务_商业服务与商业用品_环境与设施服务,公用事业(HS),E01790
1793.HK,伟工控股,伟工控股,可选消费--耐用消费品与服装--家庭耐用消费品--住宅建筑,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_住宅建筑,地产基建(HS),E01793
1796.HK,耀高控股,耀高控股,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--特殊消费者服务,非日常生活消费品_消费者服务_综合消费者服务_特殊消费者服务,地产基建(HS),E01796
1798.HK,大唐新能源,大唐新能源,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--新能源发电业者,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_新能源发电业者,公用事业(HS),E01798
1799.HK,新特能源,新特能源,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,信息技术_半导体产品与设备_半导体产品与设备Ⅲ_半导体产品,公用事业(HS),E01799
1800.HK,中国交通建设,中国交通建设,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01800
1801.HK,信达生物-B,信达生物-B,医疗保健--制药、生物科技与生命科学--制药--西药,医疗保健_制药、生物科技与生命科学_制药Ⅲ_制药,医疗保健(HS),E01801
1803.HK,北京体育文化,北京体育文化,工业--运输--航空货运与物流Ⅲ--航空货运与物流,工业_运输_航空货运与物流Ⅲ_航空货运与物流,交通运输(HS),E01803
1806.HK,汇付天下,汇付天下,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,信息技术_软件与服务_信息技术服务_互联网服务与基础设施,资讯科技业(HS),E01806
1808.HK,企展控股,企展控股,信息技术--软件与服务--信息技术服务--信息科技咨询与其它服务,信息技术_软件与服务_信息技术服务_信息科技咨询与其它服务,资讯科技业(HS),E01808
1809.HK,浦林成山,浦林成山,可选消费--汽车与汽车零部件--汽车零配件--轮胎与橡胶,非日常生活消费品_汽车与汽车零部件_汽车零配件_轮胎与橡胶,汽车业(HS),E01809
1810.HK,小米集团-W,小米集团-W,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,信息技术_技术硬件与设备_通信设备Ⅲ_通信设备,资讯科技业(HS),E01810
1811.HK,中广核新能源,中广核新能源,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--独立电力生产商与能源贸易商,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_独立电力生产商与能源贸易商,公用事业(HS),E01811
1812.HK,晨鸣纸业,晨鸣纸业,材料--材料Ⅱ--纸与林木产品--纸制品,原材料_原材料Ⅱ_纸类与林业产品_纸制品,原材料业(HS),E01812
1813.HK,合景泰富集团,合景泰富集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E01813
1815.HK,金猫银猫,金猫银猫,可选消费--零售业--专营零售--专卖店,非日常生活消费品_零售业_专营零售_专卖店,纺织业(HS),E01815
1816.HK,中广核电力,中广核电力,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--独立电力生产商与能源贸易商,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_独立电力生产商与能源贸易商,公用事业(HS),E01816
1818.HK,招金矿业,招金矿业,材料--材料Ⅱ--金属、非金属与采矿--黄金,原材料_原材料Ⅱ_金属与采矿_黄金,原材料业(HS),E01818
1819.HK,富贵鸟,富贵鸟,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_鞋类,纺织业(HS),E01819
1820.HK,济丰包装,济丰包装,材料--材料Ⅱ--容器与包装--纸包装,原材料_原材料Ⅱ_容器与包装_纸材料包装,工业工程(HS),E01820
1822.HK,弘达金融控股,弘达金融控股,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_消费电子产品,家用电器(HS),E01822
1823.HK,华昱高速,华昱高速,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,交通运输(HS),E01823
1825.HK,STERLING GP,STERLING GP,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E01825
1826.HK,达飞控股,达飞控股,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01826
1827.HK,卓珈控股,卓珈控股,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理设施,医疗保健_医疗保健设备与服务_医疗保健提供商与服务_保健护理机构,医疗保健(HS),E01827
1828.HK,大昌行集团,大昌行集团,可选消费--零售业--消费品经销商Ⅲ--消费品经销商,非日常生活消费品_零售业_经销商Ⅲ_经销商,汽车业(HS),E01828
1829.HK,中国机械工程,中国机械工程,工业--资本货物--建筑与工程Ⅲ--建筑与工程,工业_资本品_建筑与工程Ⅲ_建筑与工程,地产基建(HS),E01829
1830.HK,必瘦站,必瘦站,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--特殊消费者服务,非日常生活消费品_消费者服务_综合消费者服务_特殊消费者服务,医疗保健(HS),E01830
1831.HK,十方控股,十方控股,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E01831
1833.HK,平安好医生,平安好医生,医疗保健--医疗保健设备与服务--医疗保健技术Ⅲ--医疗保健技术,医疗保健_医疗保健设备与服务_医疗保健技术Ⅲ_医疗保健技术,医疗保健(HS),E01833
1835.HK,瑞威资管,瑞威资管,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E01835
1836.HK,九兴控股,九兴控股,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_鞋类,纺织业(HS),E01836
1837.HK,五谷磨房,五谷磨房,日常消费--食品、饮料与烟草--食品--农产品,日常消费品_食品、饮料与烟草_食品_农产品,食品饮料(HS),E01837
1838.HK,CHINAPROPERTIES,CHINAPROPERTIES,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E01838
1841.HK,优越集团控股,优越集团控股,可选消费--媒体Ⅱ--媒体Ⅲ--出版,通信服务_媒体与娱乐_媒体Ⅲ_出版,工业工程(HS),E01841
1845.HK,维港环保科技,维港环保科技,工业--商业和专业服务--商业服务与用品--环境与设施服务,工业_商业和专业服务_商业服务与商业用品_环境与设施服务,工业工程(HS),E01845
1848.HK,中国飞机租赁,中国飞机租赁,工业--资本货物--贸易公司与工业品经销商Ⅲ--贸易公司与工业品经销商,工业_资本品_贸易公司与经销商Ⅲ_贸易公司与经销商,交通运输(HS),E01848
1850.HK,海鑫集团,海鑫集团,工业--商业和专业服务--商业服务与用品--安全和报警服务,工业_商业和专业服务_商业服务与商业用品_安全和报警服务,地产基建(HS),E01850
1851.HK,银杏教育,银杏教育,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,非日常生活消费品_消费者服务_综合消费者服务_教育服务,支援服务(HS),E01851
1854.HK,展程控股,展程控股,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品分销商,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品分销商,农业产品(HS),E01854
1856.HK,依波路,依波路,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,纺织业(HS),E01856
